cba_name;cba_unit;cba_daily_qty;cba_month_qty_std;supermarket;name;brand;price_num;size_std;unit_family;estimated_month_cost;coverage_status;detail_url
Arroz;G;22.2;666.0;jumbo;Caja Galleta de Arroz Mizos Chocolate Naranja 25 g;Mizos;11790.0;;;11790.0;matched;https://www.jumbo.cl/mizos-choc-nar-25g-1672569-cs/p
Arroz;G;22.2;666.0;jumbo;Galleta de Arroz Cuisine & Co con Sal 100 g;Cuisine & Co;1390.0;;;1390.0;matched;https://www.jumbo.cl/galleta-de-arroz-con-sal-100-g-1918705/p
Arroz;G;22.2;666.0;jumbo;Galletas Arroz Selz Envase 100 g;Selz;1850.0;;;1850.0;matched;https://www.jumbo.cl/galletas-selz-envase-100-g-arroz/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cerealitas Libre de Gluten 160 g;Cerealitas;3790.0;;;3790.0;matched;https://www.jumbo.cl/galletas-cerealitas-bolsa-160-g-arroz-sin-gluten/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Santiveri Orgánicas Sin Gluten 100 g;Santiveri;2990.0;;;2990.0;matched;https://www.jumbo.cl/tortitas-de-arroz-sin-gluten-santiveri-130-g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Tucapel Clásicas 150 g;Tucapel;1570.0;;;1570.0;matched;https://www.jumbo.cl/galletas-de-arroz-tucapel-clasicas-150-g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Integral Ricecrisps Sésamo 100 g;Ricecrisps;3550.0;;;3550.0;matched;https://www.jumbo.cl/galleta-de-arroz-want-want-integral-de-sesamo-100-g/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Bio Zentrale Orgánicas 100 g;Bio Zentrale;1790.0;;;1790.0;matched;https://www.jumbo.cl/tortitas-de-arroz-biozentrale-100g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cuisine & Co Sal de Mar 100 g;Cuisine & Co;2990.0;;;2990.0;matched;https://www.jumbo.cl/galleta-de-arroz-sal-de-mar-100-grs-c-and-co-2000972/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cuisine & Co Tomate y Albahaca 100 g;Cuisine & Co;2990.0;;;2990.0;matched;https://www.jumbo.cl/gall-de-arroz-tomate-y-alb-100-grs-c-and-co-1995348/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Kupiec Natural 90 g;Kupiec;2430.0;;;2430.0;matched;https://www.jumbo.cl/galletas-de-arroz-kupiec-natural-90-g/p
Arroz;G;22.2;666.0;jumbo;Chips de Arroz Tasty Snack Sabor Zapallo;Tasty Snack;3550.0;;;3550.0;matched;https://www.jumbo.cl/chips-de-arroz-tasty-snax-sabor-zapallo-1991979/p
Arroz;G;22.2;666.0;jumbo;Chips de Arroz Tasty Snax Sabor Camote Morado 100 g;Ricecrisps;3550.0;;;3550.0;matched;https://www.jumbo.cl/galle-arroz-ricecrips-camote-morad-100gr-1938573/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Integral Ricecrisps Multigrano 100 g;Ricecrisps;3550.0;;;3550.0;matched;https://www.jumbo.cl/galletas-de-arroz-integral-multigrano-100-g/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Integral Bicentury Sin Sal 130 g;Bicentury;2390.0;;;2390.0;matched;https://www.jumbo.cl/tortitas-de-arroz-integral-bicentury-bolsa-130-g-nackis-sin-sal/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Kupiec Sésamo 90 g;Kupiec;2430.0;;;2430.0;matched;https://www.jumbo.cl/galleta-de-arroz-kupiec-sesamo-90-g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cuisine & Co Queso 100 g;Cuisine & Co;2990.0;;;2990.0;matched;https://www.jumbo.cl/galleta-de-arroz-queso-100-grs-c-and-co-1995349/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Bio Zentrale Sal de Mar Orgánicas 100 g;Bio Zentrale;1990.0;;;1990.0;matched;https://www.jumbo.cl/tortitas-arroz-sal-de-mar-biozentra-100g/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Integral Bicentury 130 g;Bicentury;2290.0;;;2290.0;matched;https://www.jumbo.cl/tortitas-de-arroz-integral-nackis-bolsa-130-g-2/p
Arroz;G;22.2;666.0;jumbo;Galleta de Arroz Deluxe & Bla Bla Salada 98 g;Deluxe & Bla Bla;2450.0;;;2450.0;matched;https://www.jumbo.cl/gall-arroz-salada-deluxe-98g-1969945/p
Arroz;G;22.2;666.0;jumbo;Galleta de Arroz Cuisine & Co con Sal 100 g;Cuisine & Co;1390.0;;;1390.0;matched;https://www.jumbo.cl/galleta-de-arroz-con-sal-100-g-1918705/p
Arroz;G;22.2;666.0;jumbo;Galletas Arroz Selz Envase 100 g;Selz;1850.0;;;1850.0;matched;https://www.jumbo.cl/galletas-selz-envase-100-g-arroz/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cerealitas Libre de Gluten 160 g;Cerealitas;3790.0;;;3790.0;matched;https://www.jumbo.cl/galletas-cerealitas-bolsa-160-g-arroz-sin-gluten/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Integral Ricecrisps Sésamo 100 g;Ricecrisps;3550.0;;;3550.0;matched;https://www.jumbo.cl/galleta-de-arroz-want-want-integral-de-sesamo-100-g/p
Arroz;G;22.2;666.0;jumbo;Tortitas de Arroz Bio Zentrale Orgánicas 100 g;Bio Zentrale;1790.0;;;1790.0;matched;https://www.jumbo.cl/tortitas-de-arroz-biozentrale-100g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Cuisine & Co Sal de Mar 100 g;Cuisine & Co;2990.0;;;2990.0;matched;https://www.jumbo.cl/galleta-de-arroz-sal-de-mar-100-grs-c-and-co-2000972/p
Arroz;G;22.2;666.0;jumbo;Picado Naturnes Carne Zanahoria Arroz 250 g;Naturnes;2650.0;;;2650.0;matched;https://www.jumbo.cl/picado-nestle-carne-zan-receta-casera-250-g/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Baby Mum Mum Berries Orgánicas 50 g;Baby Mum Mum;3350.0;;;3350.0;matched;https://www.jumbo.cl/galleta-arroz-baby-mum-mum-berri-org-50g-1895051/p
Arroz;G;22.2;666.0;jumbo;Picado Naturnes Pollo Zanahoria Arroz 215 g;Naturnes;2370.0;;;2370.0;matched;https://www.jumbo.cl/picado-de-pollo-nestle-frasco-215-g-con-arroz-y-zanahoria-etapa-3-2/p
Arroz;G;22.2;666.0;jumbo;Galleta de Arroz Baby Mum Mum Manzana Zapallo 1 un.;Baby Mum Mum;3750.0;;;3750.0;matched;https://www.jumbo.cl/galleta-de-arroz-manzana-zapallo-unid/p
Arroz;G;22.2;666.0;jumbo;Cereal de Arroz Baby Mum Mum Baby Puffs Frutas y Arándano 50 g;Baby Mum Mum;3530.0;;;3530.0;matched;https://www.jumbo.cl/cereal-arroz-baby-puffs-frut-aran-50g-1895049/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Baby Mum Mum Tropicales Orgánicas 50 g;Baby Mum Mum;3350.0;;;3350.0;matched;https://www.jumbo.cl/galleta-arroz-baby-mum-mum-tropi-org-50g-1895050/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Baby Mum Mum Berries Orgánicas 50 g;Baby Mum Mum;3350.0;;;3350.0;matched;https://www.jumbo.cl/galleta-arroz-baby-mum-mum-berri-org-50g-1895051/p
Arroz;G;22.2;666.0;jumbo;Galletas de Arroz Baby Mum Mum Tropicales Orgánicas 50 g;Baby Mum Mum;3350.0;;;3350.0;matched;https://www.jumbo.cl/galleta-arroz-baby-mum-mum-tropi-org-50g-1895050/p
Arroz;G;22.2;666.0;jumbo;Polvo Compacto Petrizzio Traslúcido de Arroz;Petrizzio;4350.0;;;4350.0;matched;https://www.jumbo.cl/polvo-compacto-petrizzio-traslucido-de-arroz/p
Arroz;G;22.2;666.0;jumbo;Polvo Compacto Petrizzio Traslúcido de Arroz;Petrizzio;4350.0;;;4350.0;matched;https://www.jumbo.cl/polvo-compacto-petrizzio-traslucido-de-arroz/p
Arroz;G;22.2;666.0;jumbo;Fideos de Arroz Exotic Food 3 mm Bolsa 250 g;Exotic Food;1490.0;;;1490.0;matched;https://www.jumbo.cl/fideos-de-arroz-exotic-food-bolsa-250-g-3-mm-2/p
Arroz;G;22.2;666.0;jumbo;Fideos de Arroz Exotic Food Vermicelli Bolsa 250 g;Exotic Food;1490.0;;;1490.0;matched;https://www.jumbo.cl/fideos-de-arroz-exotic-food-bolsa-250-g-vermicelli-2/p
Arroz;G;22.2;666.0;jumbo;Pasta de Arroz Rigati Tucapel 250 g;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/pasta-arroz-rigati-tucapel-250g-2010060/p
Arroz;G;22.2;666.0;jumbo;Pasta de Arroz Trattoria 250 g;Trattoria;2990.0;;;2990.0;matched;https://www.jumbo.cl/pasta-de-arroz-250-g/p
Arroz;G;22.2;666.0;jumbo;Pasta de Arroz Spaguetti Tucapel 250 g;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/pasta-arroz-spaguetti-tucapel-250g-2009262/p
Arroz;G;22.2;666.0;jumbo;Pasta de Arroz Blue Dragon Twist 250 g;Bluedragon;2790.0;;;2790.0;matched;https://www.jumbo.cl/pasta-blue-dragon-250-g-de-arroz-twist/p
Arroz;G;22.2;666.0;jumbo;Fideos de Arroz Roland 396 g;Roland;3370.0;;;3370.0;matched;https://www.jumbo.cl/fideos-de-arroz-roland-396-g/p
Arroz;G;22.2;666.0;jumbo;Pasta Espiral Arroz y Vegetales 350 g;Orgran;3890.0;;;3890.0;matched;https://www.jumbo.cl/pasta-espiral-arroz-and-veg-orgran-350g-1931186/p
Arroz;G;22.2;666.0;jumbo;Spaghetti de Arroz Blue Dragon 250 g;Bluedragon;2790.0;;;2790.0;matched;https://www.jumbo.cl/spaghetti-blue-dragon-250-g-de-arroz/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Miraflores Grano Largo y Ancho 1 kg;Miraflores;2590.0;;;2590.0;matched;https://www.jumbo.cl/arroz-grado-1-miraflores-1-kg-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Premium Grano Largo y Ancho 1 kg;Banquete;2490.0;;;2490.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-1-kg-premium-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-blue-bonnet-grano-largo-y-delgado/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Pregraneado Grano Largo 1 kg;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-grado-1-tucapel-1-kg-pregraneado-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg;Tucapel;1590.0;;;1590.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-gran-seleccion-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Grano Largo Delgado 1 kg;Tucapel;1690.0;;;1690.0;matched;https://www.jumbo.cl/arroz-tucapel-grado-1-blue-bonnet-1-kg/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Premium Grano Largo 2 kg;Banquete;4490.0;;;4490.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-2-kg-envase-degradable/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Grano Largo Pregraneado 1 kg;Banquete;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-1-kg-pregraneado-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Ancho 1 kg;Cuisine & Co;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-cuisine-and-co-g1-grano-largo-ancho1kg-1888808/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Banquete Premium Grano Largo y Ancho 1 kg;Banquete;2150.0;;;2150.0;matched;https://www.jumbo.cl/arroz-grado-2-banquete-1-kg-premium-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Banquete Multigrano 400 g;Banquete;1110.0;;;1110.0;matched;https://www.jumbo.cl/arroz-integral-banquete-400-g-multigrano/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Grano Largo y Ancho 3 kg;Tucapel;6990.0;;;6990.0;matched;https://www.jumbo.cl/arroz-grado-1-tucapel-3-kg-gran-seleccion-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Integral 1 kg;Tucapel;2250.0;;;2250.0;matched;https://www.jumbo.cl/arroz-integral-tucapel-1-kg-grado-1/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Miraflores Grano Largo y Laminado 1 kg;Miraflores;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-miraflores-1-kg-grado-2-grano-largo-laminado/p
Arroz;G;22.2;666.0;jumbo;Arroz Pregraneado Miraflores 1 kg;Miraflores;2590.0;;;2590.0;matched;https://www.jumbo.cl/arroz-miraflores-1-kg-pregraneado-grado-1-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Grano Largo y Ancho Graneado 1 kg;Tucapel;2090.0;;;2090.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-graneado-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Miraflores Grado 1 de 1 kg;Miraflores;2690.0;;;2690.0;matched;https://www.jumbo.cl/arroz-integral-miraflores-1-kg-fibraplus/p
Arroz;G;22.2;666.0;jumbo;Arroz Ellebi Arborio 500 g;Ellebi;3490.0;;;3490.0;matched;https://www.jumbo.cl/arroz-ellebi-arborio-500g-1996617/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Grano Largo 3 kg;Tucapel;6020.0;;;6020.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-gran-seleccion-3-kg/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Cuisine & Co Largo y Delgado 1 kg;Cuisine & Co;1200.0;;;1200.0;matched;https://www.jumbo.cl/arroz-largo-fino-1-kg-cuisine-and-co-1845787/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Delgado 1 kg;Cuisine & Co;1890.0;;;1890.0;matched;https://www.jumbo.cl/arroz-largo-fino-1-kg-cuisine-and-co-1845786/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Granel;Alto La Cruz;998.0;;;998.0;matched;https://www.jumbo.cl/arroz-basmati-granel-2047623-kg/p
Arroz;G;22.2;666.0;jumbo;Arroz Pregraneado 1 kg;Cuisine & Co;2190.0;;;2190.0;matched;https://www.jumbo.cl/arroz-pregraneado-cuisine-and-co-1kg-1883873/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Grado 1 Largo y Ancho 1 kg;Cuisine & Co;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-integral-c-and-co-1-kg-1893883/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 grano Largo y Ancho 1 kg;Cuisine & Co;1890.0;;;1890.0;matched;https://www.jumbo.cl/arroz-cuisine-and-co-g2-grano-largo-ancho1kg-1888809/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Ancho 3 kg;Cuisine & Co;5990.0;;;5990.0;matched;https://www.jumbo.cl/arroz-g1-largo-ancho-c-and-co-3-kg-1888810/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Arabe 175 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-miraflores-prep-arabe-175gr-1932723/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Tucapel Preparado Curry Champiñón Sobre 210 g;Tucapel;780.0;;;780.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-curry-champinon/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Primavera 210 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-primavera/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Campesino 210 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-210-g-campesino-listo-para-preparar/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Tucapel Preparado Chaufán Sobre 210 g;Tucapel;780.0;;;780.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-chaufan/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Chaufan 210 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-chaufan/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Tucapel 400 g;Tucapel;2470.0;;;2470.0;matched;https://www.jumbo.cl/arroz-basmati-tucapel-400-grs-1955039/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Tucapel Preparado Primavera Sobre 210 g;Tucapel;780.0;;;780.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-primavera/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Curry 175 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-curry/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Miraflores 400 g;Miraflores;2540.0;;;2540.0;matched;https://www.jumbo.cl/arroz-basmati-miraflores-400g-1871480/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Taj Mahal Basmati Grano Largo 1 kg;Taj Mahal;5890.0;;;5890.0;matched;https://www.jumbo.cl/arroz-taj-mahal-basmati-1-kg-grado-1-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Tucapel Grado 1 para Sushi 400 g;Tucapel;3230.0;;;3230.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-400-g-grado-1-para-sushi/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Tucapel Grado 1 Paella Grano Corto 1 kg;Tucapel;3450.0;;;3450.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-1-kg-grado-1-paella-grano-corto/p
Arroz;G;22.2;666.0;jumbo;Arroz Risotto Miraflores 400 g;Miraflores;1890.0;;;1890.0;matched;https://www.jumbo.cl/arroz-risotto-carnaroli-miraflores-400g-1871482/p
Arroz;G;22.2;666.0;jumbo;Arroz Risotto Miraflores Champiñón 180 g;Miraflores;2320.0;;;2320.0;matched;https://www.jumbo.cl/arroz-especial-trattoria-180-g-risotto-champinon/p
Arroz;G;22.2;666.0;jumbo;Arroz Risotto Tucapel Italiano 1 kg;Tucapel;5190.0;;;5190.0;matched;https://www.jumbo.cl/arroz-especial-tucapel-1-kg-risotto-italiano-pregraneado/p
Arroz;G;22.2;666.0;jumbo;Arroz Risotto Tucapel Italiano 400 g;Tucapel;2150.0;;;2150.0;matched;https://www.jumbo.cl/arroz-risotto-italiano-tucapel-400-grs-1955040/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Champiñón 210 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-champinones/p
Arroz;G;22.2;666.0;jumbo;Arroz Risotto Inverni Al Azafrán 175 g;Inverni;3990.0;;;3990.0;matched;https://www.jumbo.cl/arroz-especial-riso-inverni-175-g-en-caja-risotto-pronto-al-azafran/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Doypack 1000 g;Los Boldos;5690.0;;;5690.0;matched;https://www.jumbo.cl/arroz-basma-1-kg-2054584/p
Arroz;G;22.2;666.0;jumbo;Arroz Ellebi Carnaroli 500 g;Ellebi;3490.0;;;3490.0;matched;https://www.jumbo.cl/arroz-ellebi-carnaroli-500g-1996616/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Doypack 500 g;Los Boldos;3390.0;;;3390.0;matched;https://www.jumbo.cl/arroz-basm-500g-2054583/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Yang's Brand Aroma Jazmín 1 kg;Yang's Brand;4050.0;;;4050.0;matched;https://www.jumbo.cl/arroz-especial-yangs-brand-1-kg-aroma-jazmin/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Inverni Carnaroli 500 g;Inverni;4990.0;;;4990.0;matched;https://www.jumbo.cl/arroz-especial-carnaroli-500-g-inverni/p
Arroz;G;22.2;666.0;jumbo;Arroz Especial Inverni Arborio Caja 500 g;Inverni;4990.0;;;4990.0;matched;https://www.jumbo.cl/arroz-especial-inverni-caja-500-g-arborio/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Paella 175 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-paella-175-g/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Cuisine & Co 400 g;Cuisine & Co;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-basmati-400-gr-cuisine-and-co-2005273/p
Arroz;G;22.2;666.0;jumbo;Arroz Ellebi para Sushis 500 g;Ellebi;2490.0;;;2490.0;matched;https://www.jumbo.cl/arroz-ellebi-p-sushi-500g-1996614/p
Arroz;G;22.2;666.0;jumbo;Arroz Ellebi Basmati 500 g;Ellebi;3490.0;;;3490.0;matched;https://www.jumbo.cl/arroz-ellebi-basmati-500g-1996615/p
Arroz;G;22.2;666.0;jumbo;Arroz Sushi Tucapel 400 g;Tucapel;1490.0;;;1490.0;matched;https://www.jumbo.cl/arroz-sushi-tucapel-400-gr-2010061/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Miraflores Grano Largo y Ancho 1 kg;Miraflores;2590.0;;;2590.0;matched;https://www.jumbo.cl/arroz-grado-1-miraflores-1-kg-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Ancho 1 kg;Cuisine & Co;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-cuisine-and-co-g1-grano-largo-ancho1kg-1888808/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-blue-bonnet-grano-largo-y-delgado/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Cuisine & Co Largo y Delgado 1 kg;Cuisine & Co;1200.0;;;1200.0;matched;https://www.jumbo.cl/arroz-largo-fino-1-kg-cuisine-and-co-1845787/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Premium Grano Largo y Ancho 1 kg;Banquete;2490.0;;;2490.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-1-kg-premium-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Pregraneado Grano Largo 1 kg;Tucapel;1790.0;;;1790.0;matched;https://www.jumbo.cl/arroz-grado-1-tucapel-1-kg-pregraneado-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg;Tucapel;1590.0;;;1590.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-gran-seleccion-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Premium Grano Largo 2 kg;Banquete;4490.0;;;4490.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-2-kg-envase-degradable/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Delgado 1 kg;Cuisine & Co;1890.0;;;1890.0;matched;https://www.jumbo.cl/arroz-largo-fino-1-kg-cuisine-and-co-1845786/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Grano Largo Delgado 1 kg;Tucapel;1690.0;;;1690.0;matched;https://www.jumbo.cl/arroz-tucapel-grado-1-blue-bonnet-1-kg/p
Arroz;G;22.2;666.0;jumbo;Arroz Pregraneado 1 kg;Cuisine & Co;2190.0;;;2190.0;matched;https://www.jumbo.cl/arroz-pregraneado-cuisine-and-co-1kg-1883873/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Banquete Grano Largo Pregraneado 1 kg;Banquete;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-grado-1-banquete-1-kg-pregraneado-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Miraflores Grado 1 de 1 kg;Miraflores;2690.0;;;2690.0;matched;https://www.jumbo.cl/arroz-integral-miraflores-1-kg-fibraplus/p
Arroz;G;22.2;666.0;jumbo;Arroz Pregraneado Miraflores 1 kg;Miraflores;2590.0;;;2590.0;matched;https://www.jumbo.cl/arroz-miraflores-1-kg-pregraneado-grado-1-grano-largo/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Banquete Multigrano 400 g;Banquete;1110.0;;;1110.0;matched;https://www.jumbo.cl/arroz-integral-banquete-400-g-multigrano/p
Arroz;G;22.2;666.0;jumbo;Arroz Integral Grado 1 Largo y Ancho 1 kg;Cuisine & Co;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-integral-c-and-co-1-kg-1893883/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Integral 1 kg;Tucapel;2250.0;;;2250.0;matched;https://www.jumbo.cl/arroz-integral-tucapel-1-kg-grado-1/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 grano Largo y Ancho 1 kg;Cuisine & Co;1890.0;;;1890.0;matched;https://www.jumbo.cl/arroz-cuisine-and-co-g2-grano-largo-ancho1kg-1888809/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Banquete Premium Grano Largo y Ancho 1 kg;Banquete;2150.0;;;2150.0;matched;https://www.jumbo.cl/arroz-grado-2-banquete-1-kg-premium-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Tucapel Grano Largo y Ancho Graneado 1 kg;Tucapel;2090.0;;;2090.0;matched;https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-graneado-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Preparado Miraflores Chaufan 210 g;Miraflores;1170.0;;;1170.0;matched;https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-chaufan/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 2 Miraflores Grano Largo y Laminado 1 kg;Miraflores;2290.0;;;2290.0;matched;https://www.jumbo.cl/arroz-miraflores-1-kg-grado-2-grano-largo-laminado/p
Arroz;G;22.2;666.0;jumbo;Arroz Basmati Tucapel 400 g;Tucapel;2470.0;;;2470.0;matched;https://www.jumbo.cl/arroz-basmati-tucapel-400-grs-1955039/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Tucapel Grano Largo y Ancho 3 kg;Tucapel;6990.0;;;6990.0;matched;https://www.jumbo.cl/arroz-grado-1-tucapel-3-kg-gran-seleccion-grano-largo-y-ancho/p
Arroz;G;22.2;666.0;jumbo;Arroz Grado 1 Grano Largo y Ancho 3 kg;Cuisine & Co;5990.0;;;5990.0;matched;https://www.jumbo.cl/arroz-g1-largo-ancho-c-and-co-3-kg-1888810/p
