script_name,status,return_code,duration_sec,stdout_log,stderr_log,error
unimarc_bebes_ninos.py,OK,0,425,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_bebes_ninos.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_bebes_ninos.py.err.log,
unimarc_bebidas_licores.py,ERROR,1,49,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_bebidas_licores.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_bebidas_licores.py.err.log,
unimarc_carnes.py,OK,0,264,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_carnes.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_carnes.py.err.log,
unimarc_congelados.py,OK,0,471,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_congelados.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_congelados.py.err.log,
unimarc_desayunos_dulces.py,OK,0,848,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_desayunos_dulces.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_desayunos_dulces.py.err.log,
unimarc_despensa.py,OK,0,1288,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_despensa.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_despensa.py.err.log,
unimarc_fiambres.py,OK,0,344,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_fiambres.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_fiambres.py.err.log,
unimarc_frutas.py,OK,0,94,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_frutas.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_frutas.py.err.log,
unimarc_hogar.py,OK,0,2711,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_hogar.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_hogar.py.err.log,
unimarc_lacteos.py,ERROR,1,43,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_lacteos.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_lacteos.py.err.log,
unimarc_limpieza.py,OK,0,478,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_limpieza.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_limpieza.py.err.log,
unimarc_mascota.py,OK,0,559,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_mascota.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_mascota.py.err.log,
unimarc_panaderia.py,OK,0,854,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_panaderia.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_panaderia.py.err.log,
unimarc_perfumerias.py,OK,0,440,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_perfumerias.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260219_164830\unimarc_perfumerias.py.err.log,
