script_name,status,return_code,duration_sec,stdout_log,stderr_log,error
unimarc_bebes_ninos.py,OK,0,383,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_bebes_ninos.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_bebes_ninos.py.err.log,
unimarc_bebidas_licores.py,OK,0,2195,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_bebidas_licores.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_bebidas_licores.py.err.log,
unimarc_carnes.py,OK,0,186,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_carnes.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_carnes.py.err.log,
unimarc_congelados.py,OK,0,408,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_congelados.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_congelados.py.err.log,
unimarc_desayunos_dulces.py,OK,0,716,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_desayunos_dulces.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_desayunos_dulces.py.err.log,
unimarc_despensa.py,OK,0,1166,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_despensa.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_despensa.py.err.log,
unimarc_fiambres.py,OK,0,287,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_fiambres.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_fiambres.py.err.log,
unimarc_frutas.py,OK,0,290,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_frutas.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_frutas.py.err.log,
unimarc_hogar.py,OK,0,2364,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_hogar.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_hogar.py.err.log,
unimarc_lacteos.py,OK,0,246,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_lacteos.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_lacteos.py.err.log,
unimarc_limpieza.py,ERROR,1,39,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_limpieza.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_limpieza.py.err.log,
unimarc_mascota.py,OK,0,516,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_mascota.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_mascota.py.err.log,
unimarc_panaderia.py,OK,0,753,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_panaderia.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_panaderia.py.err.log,
unimarc_perfumerias.py,OK,0,3139,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_perfumerias.py.out.log,C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\logs_runs\20260222_005800\unimarc_perfumerias.py.err.log,
