idx_1;idx_2;supermarket_1;supermarket_2;name_1;name_2;brand_1;brand_2;price_1;price_2;size_std_1;size_std_2;unit_family;category_std;text_similarity;brand_score;final_score
7801;20334;jumbo;unimarc;Leche Cultivada Soprole Vainilla 1 L;Leche cultivada Soprole vainilla 1 L Leche cultivada Soprole sabor vainilla 1 L;Soprole;Soprole;2490.0;2490.0;;;;;0.7095;1.0;0.7821
7803;20330;jumbo;unimarc;Leche Cultivada Soprole Sin Lactosa Frutilla 1 L;Leche cultivada Soprole sin lactosa frutilla 1 L Leche cultivada sin lactosa Soprole Zerolacto sabor frutilla botella 1 L;Soprole;Soprole;2630.0;2590.0;;;;;0.7132;1.0;0.7849
7842;20334;jumbo;unimarc;Leche Cultivada Soprole Vainilla 1 L;Leche cultivada Soprole vainilla 1 L Leche cultivada Soprole sabor vainilla 1 L;Soprole;Soprole;2490.0;2490.0;;;;;0.7095;1.0;0.7821
7844;20330;jumbo;unimarc;Leche Cultivada Soprole Sin Lactosa Frutilla 1 L;Leche cultivada Soprole sin lactosa frutilla 1 L Leche cultivada sin lactosa Soprole Zerolacto sabor frutilla botella 1 L;Soprole;Soprole;2630.0;2590.0;;;;;0.7132;1.0;0.7849
7852;20333;jumbo;unimarc;Leche Cultivada Soprole Sin Lactosa Chirimoya 1 L;Leche cultivada Soprole sin lactosa chirimoya 1 L Leche cultivada sin lactosa Soprole Zerolacto sabor chirimoya botella 1 L;Soprole;Soprole;2630.0;2590.0;;;;;0.7151;1.0;0.7864
10793;13744;jumbo;unimarc;Pack 4 un. Agua Tónica San Pellegrino 200 cc;Pack agua tónica San Pellegrino citrus 4 un de 200 ml;San Pellegrino;San Pellegrino;5990.0;6890.0;;;;;0.6705;1.0;0.7529
11037;20978;jumbo;unimarc;Pack Detergente Líquido Ariel Doble Poder Concentrado 1.8 L 2 un.;Pack Detergente Líquido Ariel doble poder concentrado botella 3.6 L;Ariel;Ariel;17490.0;20290.0;;;;;0.8443;1.0;0.8832
10871;21099;jumbo;unimarc;Papel Higiénico Confort Familiar Una Hoja 120 m 8 un.;Papel higiénico Confort familiar una hoja 8 un (120 m);Confort;Confort;15690.0;10980.0;;;;;0.6805;1.0;0.7604
10884;21105;jumbo;unimarc;Papel Higiénico Confort Doble Hoja 40 m 8 un.;Papel higiénico Confort doble hoja 40 un de 22 m;Confort;Confort;6790.0;13290.0;;;;;0.6728;1.0;0.7546
10860;21116;jumbo;unimarc;Papel Higiénico Elite Soft & Strong Triple Hoja 40 m 12 un.;Papel higiénico Elite soft & strong triple hoja 4 un (40 m);Elite;Elite;12890.0;4590.0;;;;;0.6967;1.0;0.7725
10882;21116;jumbo;unimarc;Papel Higiénico Elite Soft & Strong Triple Hoja 40 m 4 un.;Papel higiénico Elite soft & strong triple hoja 4 un (40 m);Elite;Elite;5190.0;4590.0;;;;;0.7481;1.0;0.811
11004;21116;jumbo;unimarc;Papel Higiénico Elite Soft & Strong Triple Hoja 40 m 12 un.;Papel higiénico Elite soft & strong triple hoja 4 un (40 m);Elite;Elite;12890.0;4590.0;;;;;0.6967;1.0;0.7725
1844;22778;jumbo;unimarc;Pasta Dental Colgate Total Encías Saludables con Flúor 75 ml;Pasta dental Colgate total encías saludables con flúor 75 ml;Colgate;Colgate;4090.0;2000.0;;;;;1.0;1.0;1.0
1872;22781;jumbo;unimarc;Pasta Dental Colgate Total Carbón Activado 75 ml;Pasta dental Colgate total carbón activado con flúor 75 ml;Colgate;Colgate;2863.0;2000.0;;;;;0.7097;1.0;0.7822
2021;22778;jumbo;unimarc;Pasta Dental Colgate Total Encías Saludables con Flúor 75 ml;Pasta dental Colgate total encías saludables con flúor 75 ml;Colgate;Colgate;4090.0;2000.0;;;;;1.0;1.0;1.0
22789;30416;unimarc;lider;Pasta dental Colgate total original mint 75 ml;Pasta Dental Colgate Total Original Mint, 75 ml;Colgate;;2000.0;1800.0;;;;;0.9924;0.6;0.8943
9627;14745;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen especial 35° botella 750 cc;Alto Del Carmen;Alto Del Carmen;10990.0;7290.0;;;;;0.8495;1.0;0.8872
9627;14757;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen especial 35° botella 1 L;Alto Del Carmen;Alto Del Carmen;10990.0;9990.0;;;;;1.0;1.0;1.0
9627;32194;jumbo;lider;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;10990.0;1500.0;;;;;0.9697;0.6;0.8773
9628;14728;jumbo;unimarc;Pisco Alto del Carmen Reservado Transparente 40° Botella 750 cc;Pisco Alto del Carmen reservado transparente 40° botella 750 cc;Alto Del Carmen;Alto Del Carmen;7990.0;7990.0;;;;;1.0;1.0;1.0
9628;14780;jumbo;unimarc;Pisco Alto del Carmen Reservado Transparente 40° Botella 750 cc;Pisco Alto del Carmen reservado 40° botella 750 cc;Alto Del Carmen;Alto Del Carmen;7990.0;9550.0;;;;;0.6734;1.0;0.7551
9650;14745;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1 L;Pisco Alto del Carmen especial 35° botella 750 cc;Alto Del Carmen;Alto Del Carmen;9990.0;7290.0;;;;;0.8495;1.0;0.8872
9650;14757;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1 L;Pisco Alto del Carmen especial 35° botella 1 L;Alto Del Carmen;Alto Del Carmen;9990.0;9990.0;;;;;1.0;1.0;1.0
9650;32194;jumbo;lider;Pisco Alto del Carmen Especial 35° Botella 1 L;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;9990.0;1500.0;;;;;0.9697;0.6;0.8773
9653;14745;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 750 cc;Pisco Alto del Carmen especial 35° botella 750 cc;Alto Del Carmen;Alto Del Carmen;6990.0;7290.0;;;;;1.0;1.0;1.0
9653;14757;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 750 cc;Pisco Alto del Carmen especial 35° botella 1 L;Alto Del Carmen;Alto Del Carmen;6990.0;9990.0;;;;;0.8495;1.0;0.8872
9653;32194;jumbo;lider;Pisco Alto del Carmen Especial 35° Botella 750 cc;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;6990.0;1500.0;;;;;0.8238;0.6;0.7679
9731;14745;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen especial 35° botella 750 cc;Alto Del Carmen;Alto Del Carmen;10990.0;7290.0;;;;;0.8495;1.0;0.8872
9731;14757;jumbo;unimarc;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen especial 35° botella 1 L;Alto Del Carmen;Alto Del Carmen;10990.0;9990.0;;;;;1.0;1.0;1.0
9731;32194;jumbo;lider;Pisco Alto del Carmen Especial 35° Botella 1.5 L;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;10990.0;1500.0;;;;;0.9697;0.6;0.8773
9735;14728;jumbo;unimarc;Pisco Alto del Carmen Reservado Transparente 40° Botella 750 cc;Pisco Alto del Carmen reservado transparente 40° botella 750 cc;Alto Del Carmen;Alto Del Carmen;7990.0;7990.0;;;;;1.0;1.0;1.0
9735;14780;jumbo;unimarc;Pisco Alto del Carmen Reservado Transparente 40° Botella 750 cc;Pisco Alto del Carmen reservado 40° botella 750 cc;Alto Del Carmen;Alto Del Carmen;7990.0;9550.0;;;;;0.6734;1.0;0.7551
14745;32194;unimarc;lider;Pisco Alto del Carmen especial 35° botella 750 cc;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;7290.0;1500.0;;;;;0.8238;0.6;0.7679
14757;32194;unimarc;lider;Pisco Alto del Carmen especial 35° botella 1 L;Pisco Alto del Carmen Especial 35° Botella, 1 L;Alto Del Carmen;;9990.0;1500.0;;;;;0.9697;0.6;0.8773
9660;14736;jumbo;unimarc;Pisco Mal Paso Pedro Jimenez 40° 1 L;Pisco Mal Paso Pedro Jiménez 40° 1 L;Mal Paso;Mal Paso;11990.0;9590.0;;;;;1.0;1.0;1.0
9644;32230;jumbo;lider;Pisco Mistral Añejado en Roble 46° Botella 750 cc;Pisco Mistral Añejado en Roble 46° Botella, 750 cc;Mistral;;8890.0;10390.0;;;;;0.9713;0.6;0.8784
9656;32231;jumbo;lider;Pisco Mistral Nobel Barrica Tostada 40° 750 cc;Pisco Mistral Nobel Barrica Tostada 40°, 750 cc;Mistral;;12990.0;15590.0;;;;;0.9777;0.6;0.8833
9754;32231;jumbo;lider;Pisco Mistral Nobel Barrica Tostada 40° 750 cc;Pisco Mistral Nobel Barrica Tostada 40°, 750 cc;Mistral;;12990.0;15590.0;;;;;0.9777;0.6;0.8833
7920;29837;jumbo;lider;Postre Chandelle Crema Sin Lactosa Manjar 120 g;Postre Chandelle Crema Sin lactosa Manjar, 120 g;Nestlé;;870.0;850.0;;;;;0.9494;0.6;0.8621
7950;29837;jumbo;lider;Postre Chandelle Crema Sin Lactosa Manjar 120 g;Postre Chandelle Crema Sin lactosa Manjar, 120 g;Nestlé;;870.0;850.0;;;;;0.9494;0.6;0.8621
12793;28972;jumbo;lider;Queso Fresco Light Sin Lactosa 400 g;Queso Fresco Light Sin Lactosa, 400 g;Colun;;2790.0;300.0;;;;;0.8121;0.6;0.759
12920;28972;jumbo;lider;Queso Fresco Light Sin Lactosa 400 g;Queso Fresco Light Sin Lactosa, 400 g;Colun;;2790.0;300.0;;;;;0.8121;0.6;0.759
12778;28871;jumbo;lider;Queso Mantecoso Río Bueno Laminado 500 g;Queso Mantecoso Río Bueno Laminado, 500 g;Río Bueno;;7780.0;1400.0;;;;;0.9346;0.6;0.851
12846;28871;jumbo;lider;Queso Mantecoso Río Bueno Laminado 500 g;Queso Mantecoso Río Bueno Laminado, 500 g;Río Bueno;;7780.0;1400.0;;;;;0.9346;0.6;0.851
4848;17750;jumbo;unimarc;Salsa de Soya Kikkoman 591 ml;Salsa soya Kikkoman 591 ml;Kikkoman;Kikkoman;9290.0;7990.0;;;;;0.6939;1.0;0.7704
1640;22449;jumbo;unimarc;Shampoo Pantene Pro-V Bambú Nutre & Crece 400 ml;Shampoo Pantene pro-v bambú nutre y crece 400 ml;Pantene;Pantene;5090.0;4450.0;;;;;1.0;1.0;1.0
11078;21066;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1 L;Suavizante Downy brisa de verano aroma limpio y fresco 500 ml;Downy;Downy;7490.0;3490.0;;;;;0.7762;1.0;0.8322
11078;21087;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1 L;Suavizante Downy brisa de verano aroma limpio y fresco 1 L;Downy;Downy;7490.0;7990.0;;;;;1.0;1.0;1.0
11081;21083;jumbo;unimarc;Suavizante Downy Brisa Intenso Concentrado Perfume Más Intenso 1 L;Suavizante Downy brisa intenso perfume más intenso 1 L;Downy;Downy;7490.0;7990.0;;;;;0.7561;1.0;0.8171
11090;21066;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 500 ml;Suavizante Downy brisa de verano aroma limpio y fresco 500 ml;Downy;Downy;3190.0;3490.0;;;;;1.0;1.0;1.0
11090;21087;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 500 ml;Suavizante Downy brisa de verano aroma limpio y fresco 1 L;Downy;Downy;3190.0;7990.0;;;;;0.7762;1.0;0.8322
11115;21066;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1.5 L;Suavizante Downy brisa de verano aroma limpio y fresco 500 ml;Downy;Downy;9690.0;3490.0;;;;;0.7762;1.0;0.8322
11115;21087;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1.5 L;Suavizante Downy brisa de verano aroma limpio y fresco 1 L;Downy;Downy;9690.0;7990.0;;;;;1.0;1.0;1.0
11120;21083;jumbo;unimarc;Suavizante Downy Brisa Intenso Concentrado Perfume Más Intenso 1 L;Suavizante Downy brisa intenso perfume más intenso 1 L;Downy;Downy;7490.0;7990.0;;;;;0.7561;1.0;0.8171
11121;21066;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1 L;Suavizante Downy brisa de verano aroma limpio y fresco 500 ml;Downy;Downy;7490.0;3490.0;;;;;0.7762;1.0;0.8322
11121;21087;jumbo;unimarc;Suavizante Downy Brisa de Verano Aroma Limpio y Fresco 1 L;Suavizante Downy brisa de verano aroma limpio y fresco 1 L;Downy;Downy;7490.0;7990.0;;;;;1.0;1.0;1.0
4621;17423;jumbo;unimarc;Sucedáneo Jugo Limón Traverso 1 L;Sucedáneo jugo de limón Traverso 1 L;Traverso;Traverso;1950.0;2490.0;;;;;0.7225;1.0;0.7919
4627;17421;jumbo;unimarc;Sucedáneo Jugo Limón Traverso 500 ml;Sucedáneo jugo de limón Traverso 500 ml;Traverso;Traverso;1250.0;1000.0;;;;;0.8153;1.0;0.8615
4627;17426;jumbo;unimarc;Sucedáneo Jugo Limón Traverso 500 ml;Sucedáneo jugo limón de pica Traverso 500 ml;Traverso;Traverso;1250.0;1890.0;;;;;0.6724;1.0;0.7543
4637;17426;jumbo;unimarc;Sucedáneo Jugo Limón Pica Traverso 500 ml;Sucedáneo jugo limón de pica Traverso 500 ml;Traverso;Traverso;1890.0;1890.0;;;;;0.7657;1.0;0.8243
10963;21128;jumbo;unimarc;Toalla de Papel Abolengo XL 100 m;Toalla de papel Abolengo XL 100 m;Abolengo;Abolengo;3650.0;3650.0;;;;;1.0;1.0;1.0
11009;21128;jumbo;unimarc;Toalla de Papel Abolengo XL 100 m;Toalla de papel Abolengo XL 100 m;Abolengo;Abolengo;3650.0;3650.0;;;;;1.0;1.0;1.0
10949;21135;jumbo;unimarc;Toalla de Papel Nova Gigante Doble Hoja 100 m;Toalla de papel Nova gigante doble hoja 1 un (100 m);Nova;Nova;4990.0;5950.0;;;;;0.6736;1.0;0.7552
10992;21135;jumbo;unimarc;Toalla de Papel Nova Gigante Doble Hoja 100 m;Toalla de papel Nova gigante doble hoja 1 un (100 m);Nova;Nova;4990.0;5950.0;;;;;0.6736;1.0;0.7552
4614;17428;jumbo;unimarc;Vinagre Incoloro Traverso 500 ml;Vinagre incoloro Traverso 500 ml;Traverso;Traverso;1290.0;1000.0;;;;;1.0;1.0;1.0
4675;17428;jumbo;unimarc;Vinagre Incoloro Traverso 500 ml;Vinagre incoloro Traverso 500 ml;Traverso;Traverso;1290.0;1000.0;;;;;1.0;1.0;1.0
4617;17434;jumbo;unimarc;Vinagre Manzana Traverso 500 ml;Vinagre manzana Traverso 500 ml;Traverso;Traverso;2320.0;2250.0;;;;;1.0;1.0;1.0
4613;17432;jumbo;unimarc;Vinagre de Vino Blanco Traverso 1 L;Vinagre vino blanco Traverso 1 L;Traverso;Traverso;1832.0;2250.0;;;;;0.7984;1.0;0.8488
4624;17433;jumbo;unimarc;Vinagre de Vino Blanco Traverso 500 ml;Vinagre vino blanco Traverso 500 ml;Traverso;Traverso;1210.0;1190.0;;;;;0.8767;1.0;0.9075
4669;17432;jumbo;unimarc;Vinagre de Vino Blanco Traverso 1 L;Vinagre vino blanco Traverso 1 L;Traverso;Traverso;1832.0;2250.0;;;;;0.7984;1.0;0.8488
9257;14340;jumbo;unimarc;Vino Carmen Frida Kahlo Reserva Carmenere 750 cc;Vino Carmen frida kahlo reserva carmenere 750 cc;Carmen;Carmen;4890.0;4390.0;;;;;1.0;1.0;1.0
9274;14362;jumbo;unimarc;Vino Carmen Frida Kahlo Gran Reserva Carmenere 750 cc;Vino Carmen Frida Kahlo gran reserva carmenere 750 cc;Carmen;Carmen;9350.0;6790.0;;;;;1.0;1.0;1.0
9307;14435;jumbo;unimarc;Vino Carmen Frida Kahlo Reserva Sauvignon Blanc 750 cc;Vino Carmen frida kahlo reserva sauvignon blanc 750 cc;Carmen;Carmen;4890.0;4390.0;;;;;1.0;1.0;1.0
9327;14429;jumbo;unimarc;Vino Carmen Frida Kahlo Reserva Rosé 750 cc;Vino Carmen frida kahlo reserva rose 750 cc;Carmen;Carmen;4890.0;4390.0;;;;;1.0;1.0;1.0
9362;14340;jumbo;unimarc;Vino Carmen Frida Kahlo Reserva Carmenere 750 cc;Vino Carmen frida kahlo reserva carmenere 750 cc;Carmen;Carmen;4890.0;4390.0;;;;;1.0;1.0;1.0
9294;14451;jumbo;unimarc;Vino Casas del Bosque Gran Reserva Sauvignon Blanc 750 cc;Vino Casas del Bosque reserva sauvignon blanc 750 cc;Casas del Bosque;Casas Del Bosque;8990.0;9750.0;;;;;0.6935;1.0;0.7702
9299;14451;jumbo;unimarc;Vino Casas del Bosque Reserva Sauvignon Blanc 750 cc;Vino Casas del Bosque reserva sauvignon blanc 750 cc;Casas del Bosque;Casas Del Bosque;9750.0;9750.0;;;;;1.0;1.0;1.0
9312;14469;jumbo;unimarc;Vino Casas del Bosque Reserva Chardonnay 750 cc;Vino Casas del Bosque reserva chardonnay 750 cc;Casas del Bosque;Casas Del Bosque;9750.0;9750.0;;;;;1.0;1.0;1.0
9249;14330;jumbo;unimarc;Vino Casillero del Diablo Reserva Carmenere 750 cc;Vino Casillero del Diablo reserva carmenere 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9255;14345;jumbo;unimarc;Vino Casillero del Diablo Reserva Cabernet Sauvignon 750 cc;Vino Casillero del Diablo reserva cabernet sauvignon 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9300;14430;jumbo;unimarc;Vino Casillero del Diablo Reserva Chardonnay 750 cc;Vino Casillero del Diablo reserva chardonnay 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9308;14440;jumbo;unimarc;Vino Casillero del Diablo Reserva Sauvignon Blanc 750 cc;Vino Casillero del Diablo reserva sauvignon blanc 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9359;14330;jumbo;unimarc;Vino Casillero del Diablo Reserva Carmenere 750 cc;Vino Casillero del Diablo reserva carmenere 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9374;14345;jumbo;unimarc;Vino Casillero del Diablo Reserva Cabernet Sauvignon 750 cc;Vino Casillero del Diablo reserva cabernet sauvignon 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9388;14430;jumbo;unimarc;Vino Casillero del Diablo Reserva Chardonnay 750 cc;Vino Casillero del Diablo reserva chardonnay 750 cc;Casillero Del Diablo;Casillero Del Diablo;4990.0;4990.0;;;;;1.0;1.0;1.0
9229;14387;jumbo;unimarc;Vino Castillo de Molina Red Blend 750 cc;Vino Castillo de Molina gran reserva red blend 750 cc;Castillo de Molina;Castillo De Molina;7290.0;7450.0;;;;;0.7314;1.0;0.7986
9259;14321;jumbo;unimarc;Vino Castillo de Molina Gran Reserva Carmenere 750 cc;Vino Castillo de Molina gran reserva carmenere 750 cc;Castillo de Molina;Castillo De Molina;7290.0;7450.0;;;;;1.0;1.0;1.0
9323;14431;jumbo;unimarc;Vino Castillo de Molina Gran Reserva Chardonnay 750 cc;Vino Castillo de Molina gran reserva chardonnay 750 cc;Castillo de Molina;Castillo De Molina;7290.0;7450.0;;;;;1.0;1.0;1.0
9365;14321;jumbo;unimarc;Vino Castillo de Molina Gran Reserva Carmenere 750 cc;Vino Castillo de Molina gran reserva carmenere 750 cc;Castillo de Molina;Castillo De Molina;7290.0;7450.0;;;;;1.0;1.0;1.0
9387;14431;jumbo;unimarc;Vino Castillo de Molina Gran Reserva Chardonnay 750 cc;Vino Castillo de Molina gran reserva chardonnay 750 cc;Castillo de Molina;Castillo De Molina;7290.0;7450.0;;;;;1.0;1.0;1.0
9291;14446;jumbo;unimarc;Vino Cono Sur Bicicleta Reserva Chardonnay 750 cc;Vino Cono Sur bicicleta reserva chardonnay 750 cc;Cono Sur;Cono Sur;3390.0;3490.0;;;;;1.0;1.0;1.0
9303;14444;jumbo;unimarc;Vino Cono Sur Bicicleta Reserva Sauvignon Blanc 750 cc;Vino Cono Sur bicicleta reserva sauvignon blanc 750 cc;Cono Sur;Cono Sur;3390.0;3490.0;;;;;1.0;1.0;1.0
9372;14446;jumbo;unimarc;Vino Cono Sur Bicicleta Reserva Chardonnay 750 cc;Vino Cono Sur bicicleta reserva chardonnay 750 cc;Cono Sur;Cono Sur;3390.0;3490.0;;;;;1.0;1.0;1.0
9297;14439;jumbo;unimarc;Vino Misiones de Rengo Sauvignon Blanc 750 cc;Vino Misiones de Rengo sauvignon blanc 750 cc;Misiones de Rengo;Misiones De Rengo;3190.0;3190.0;;;;;1.0;1.0;1.0
9280;14326;jumbo;unimarc;Vino Santa Rita Medalla Real Reserva Cabernet Sauvignon 750 cc;Vino Santa Rita medalla real cabernet sauvignon 750 cc;Santa Rita;Santa Rita;4490.0;3990.0;;;;;0.7151;1.0;0.7864
9292;14420;jumbo;unimarc;Vino Santa Rita Medalla Real Reserva Sauvignon Blanc 750 cc;Vino Santa Rita medalla real sauvignon blanc 750 cc;Santa Rita;Santa Rita;4490.0;3990.0;;;;;0.7039;1.0;0.7779
9376;14326;jumbo;unimarc;Vino Santa Rita Medalla Real Reserva Cabernet Sauvignon 750 cc;Vino Santa Rita medalla real cabernet sauvignon 750 cc;Santa Rita;Santa Rita;4490.0;3990.0;;;;;0.7151;1.0;0.7864
9377;14420;jumbo;unimarc;Vino Santa Rita Medalla Real Reserva Sauvignon Blanc 750 cc;Vino Santa Rita medalla real sauvignon blanc 750 cc;Santa Rita;Santa Rita;4490.0;3990.0;;;;;0.7039;1.0;0.7779
9209;14327;jumbo;unimarc;Vino Tarapacá Gran Reserva Carmenere 750 cc;Vino Tarapacá gran reserva carménère 750 cc;Tarapacá;Gran Tarapaca;12150.0;8490.0;;;;;0.8446;0.9;0.8585
9304;14460;jumbo;unimarc;Vino Undurraga Aliwen Reserva Sauvignon Blanc 750 cc;Vino Undurraga aliwen sauvignon blanc 750 cc;Undurraga;Undurraga;3490.0;4990.0;;;;;0.6741;1.0;0.7555
9368;14460;jumbo;unimarc;Vino Undurraga Aliwen Reserva Sauvignon Blanc 750 cc;Vino Undurraga aliwen sauvignon blanc 750 cc;Undurraga;Undurraga;3490.0;4990.0;;;;;0.6741;1.0;0.7555
9590;14857;jumbo;unimarc;Whisky Chivas Regal 12 Años 40° 750 cc;Whisky Chivas Regal 12 años 1 L;Chivas Regal;Chivas Regal;28990.0;32990.0;;;;;0.6708;1.0;0.7531
9590;14879;jumbo;unimarc;Whisky Chivas Regal 12 Años 40° 750 cc;Whisky Chivas Regal 12 años 750 cc;Chivas Regal;Chivas Regal;28990.0;37990.0;;;;;0.7028;1.0;0.7771
9612;14859;jumbo;unimarc;Whisky Chivas Regal 18 Años 40° 750 cc;Whisky Chivas Regal 18 años 750 cc;Chivas Regal;Chivas Regal;82490.0;82490.0;;;;;0.7386;1.0;0.8039
9757;14857;jumbo;unimarc;Whisky Chivas Regal 12 Años 40° 750 cc;Whisky Chivas Regal 12 años 1 L;Chivas Regal;Chivas Regal;28990.0;32990.0;;;;;0.6708;1.0;0.7531
9757;14879;jumbo;unimarc;Whisky Chivas Regal 12 Años 40° 750 cc;Whisky Chivas Regal 12 años 750 cc;Chivas Regal;Chivas Regal;28990.0;37990.0;;;;;0.7028;1.0;0.7771
9761;14859;jumbo;unimarc;Whisky Chivas Regal 18 Años 40° 750 cc;Whisky Chivas Regal 18 años 750 cc;Chivas Regal;Chivas Regal;82490.0;82490.0;;;;;0.7386;1.0;0.8039
9585;14861;jumbo;unimarc;Whisky Johnnie Walker Double Black 750 cc;Whisky Johnnie Walker double black 750 cc;Johnnie Walker;Johnnie Walker;34990.0;41990.0;;;;;1.0;1.0;1.0
9587;14858;jumbo;unimarc;Whisky Johnnie Walker Red Label 40° 750 cc;Whisky Johnnie Walker red label 750 cc;Johnnie Walker;Johnnie Walker;12490.0;12290.0;;;;;0.6953;1.0;0.7715
9589;14856;jumbo;unimarc;Whisky Johnnie Walker Blue Label 750 cc;Whisky Johnnie Walker blue label 750 ml;Johnnie Walker;Johnnie Walker;289990.0;315990.0;;;;;0.7514;1.0;0.8136
9597;14871;jumbo;unimarc;Whisky Johnnie Walker 18 Años 750 cc;Whisky Johnnie Walker 18 años 750 cc;Johnnie Walker;Johnnie Walker;109990.0;101390.0;;;;;1.0;1.0;1.0
9603;14862;jumbo;unimarc;Whisky Johnnie Walker Black Label 1 L;Whisky Johnnie Walker black label 750 ml;Johnnie Walker;Johnnie Walker;41990.0;27990.0;;;;;0.6721;1.0;0.7541
9607;14885;jumbo;unimarc;Whisky Johnnie Walker Green Label 750 cc;Whisky Johnnie Walker green label 750 cc;Johnnie Walker;Johnnie Walker;67990.0;79990.0;;;;;1.0;1.0;1.0
9732;14856;jumbo;unimarc;Whisky Johnnie Walker Blue Label 750 cc;Whisky Johnnie Walker blue label 750 ml;Johnnie Walker;Johnnie Walker;289990.0;315990.0;;;;;0.7514;1.0;0.8136
9736;14858;jumbo;unimarc;Whisky Johnnie Walker Red Label 40° 750 cc;Whisky Johnnie Walker red label 750 cc;Johnnie Walker;Johnnie Walker;12490.0;12290.0;;;;;0.6953;1.0;0.7715
9743;14871;jumbo;unimarc;Whisky Johnnie Walker 18 Años 750 cc;Whisky Johnnie Walker 18 años 750 cc;Johnnie Walker;Johnnie Walker;109990.0;101390.0;;;;;1.0;1.0;1.0
9747;14861;jumbo;unimarc;Whisky Johnnie Walker Double Black 750 cc;Whisky Johnnie Walker double black 750 cc;Johnnie Walker;Johnnie Walker;34990.0;41990.0;;;;;1.0;1.0;1.0
9763;14885;jumbo;unimarc;Whisky Johnnie Walker Green Label 750 cc;Whisky Johnnie Walker green label 750 cc;Johnnie Walker;Johnnie Walker;67990.0;79990.0;;;;;1.0;1.0;1.0
