group_id;supermarket;name;brand;category_std;unit;unit_family;net_content;size_std;price;price_num;detail_url
14;jumbo;Posta Negra Premium Cerro Azul Al Vacío kg;Cerro Azul;;;;;;16887;16887.0;https://www.jumbo.cl/posta-negra-cerroazul-nac-v-prem-kg-1895116-kg/p
15;jumbo;Punta Paleta Premium Camposorno Al Vacío kg;Camposorno;;;;;;27986;27986.0;https://www.jumbo.cl/pta-de-paleta-flat-iron-v-camposorno-nkg-1952271-kg/p
16;jumbo;Asado de Tira Criollo Premium A Punto Al Vacío kg;A Punto;;;;;;35184;35184.0;https://www.jumbo.cl/asado-de-tira-criollo-cat-v/p
17;jumbo;Tapabarriga Premium Camposorno Al Vacío kg;Camposorno;;;;;;30583;30583.0;https://www.jumbo.cl/tababarriga-premium-kg/p
18;jumbo;Asado de Tira Criollito Premium A Punto Al Vacío kg;A Punto;;;;;;35184;35184.0;https://www.jumbo.cl/asado-de-tira-criollito-cat-v/p
19;jumbo;Punta Picana Premium Natural Al Vacío kg;Natural;;;;;;19789;19789.0;https://www.jumbo.cl/punta-de-picana-cat-v-frigosorno-granel/p
20;jumbo;Arrachera Natural Al Vacío kg;Natural;;;;;;22668;22668.0;https://www.jumbo.cl/arrachera-natural/p
21;jumbo;Punta de Ganso Premium Camposorno Al Vacío kg;Camposorno;;;;;;33586;33586.0;https://www.jumbo.cl/punta-de-ganso-premium-kg/p
22;jumbo;Palanca Premium A Punto Al Vacío kg;A Punto;;;;;;27588;27588.0;https://www.jumbo.cl/palanca-angusa-punto-12-kg-aprox/p
23;jumbo;Lomo Liso Natural Al Vacío kg;Natural;;;;;;29386;29386.0;https://www.jumbo.cl/punta-de-ganso-carne-natural-osorno-cat-v-granel/p
24;jumbo;Lomo Liso Premium Pampa Verde Al Vacío kg;Pampa Verde;;;;;;31187;31187.0;https://www.jumbo.cl/lomo-liso-pampa-verde-granel/p
25;jumbo;Lomo Vetado Premium A Punto Al Vacío kg;A Punto;;;;;;29689;29689.0;https://www.jumbo.cl/lomo-vetado-angus-a-punto-11-kg-aprox/p
26;jumbo;Entraña Premium A Punto Al Vacío kg;A Punto;;;;;;31990;31990.0;https://www.jumbo.cl/entrana-v-apunto-premium/p
27;jumbo;Lomo Vetado Tomahawk Premium A Punto Al Vacío kg;A Punto;;;;;;29689;29689.0;https://www.jumbo.cl/lomo-vetado-con-hueso-cat-v/p
28;jumbo;Posta Rosada Premium Natural Al Vacío kg;Natural;;;;;;16887;16887.0;https://www.jumbo.cl/posta-rosada-carne-natural-osorno-granel/p
29;jumbo;Punta Paleta Premium A Punto Al Vacío kg;A Punto;;;;;;25987;25987.0;https://www.jumbo.cl/punta-paleta-cat-v-21/p
30;jumbo;Pollo Ganso Premium Natural Al Vacío kg;Natural;;;;;;27180;27180.0;https://www.jumbo.cl/pollo-ganso-carne-natural-osorno-cat-v-granel/p
31;jumbo;Asiento Premium Natural Al Vacío kg;Natural;;;;;;23517;23517.0;https://www.jumbo.cl/asiento-carne-natural-osorno-granel/p
32;jumbo;Filete Premium Camposorno Al Vacío kg;Camposorno;;;;;;50983;50983.0;https://www.jumbo.cl/filete-premium-kg/p
33;jumbo;Lomo Vetado Premium Natural Al Vacío kg;Natural;;;;;;31577;31577.0;https://www.jumbo.cl/lomo-vetado-natural-cat-v-frigosorno-granel/p
34;jumbo;Lomo Liso Premium Natural Al Vacío kg;Natural;;;;;;28587;28587.0;https://www.jumbo.cl/lomo-liso-carne-natural-osorno-granel/p
35;jumbo;Posta Negra Premium Natural Al Vacío kg;Natural;;;;;;16887;16887.0;https://www.jumbo.cl/posta-negra-carne-natural-osorno-granel/p
36;jumbo;Punta Paleta Natural Al Vacío kg;Natural;;;;;;13908;13908.0;https://www.jumbo.cl/punta-paleta-natural-cat-v-frigosorno-granel/p
37;jumbo;Filete Premium Natural Al Vacío kg;Natural;;;;;;46393;46393.0;https://www.jumbo.cl/filete-carne-natural-osorno-granel/p
38;jumbo;Entraña Americana Farmers Al Vacío kg;Farmers;;;;;;29990;29990.0;https://www.jumbo.cl/entrana-eeuu-v-va/p
39;jumbo;Punta de Ganso Americana Farmers Al Vacío kg;Farmers;;;;;;29887;29887.0;https://www.jumbo.cl/punta-de-ganso-eeu/p
40;jumbo;Palanca Americana Farmers Al Vacío kg;Farmers;;;;;;25289;25289.0;https://www.jumbo.cl/palanca-eeuu-v-vac/p
41;jumbo;Arrachera Americana Farmers Al Vacío kg;Farmers;;;;;;27588;27588.0;https://www.jumbo.cl/tapabarrigaarrach/p
42;jumbo;Lomo Liso Americana Farmers Al Vacío kg;Farmers;;;;;;32388;32388.0;https://www.jumbo.cl/lomo-liso-americana-farmers-al-vacio-kg/p
43;jumbo;Lomo Vetado Americana Brawley Al Vacío kg;Brawley;;;;;;32990;32990.0;https://www.jumbo.cl/lomo-vet-ribeye-eeuu-brawley-kg-v-1857085-kg/p
44;jumbo;Punta Picana Americana Farmers Al Vacío kg;Farmers;;;;;;26586;26586.0;https://www.jumbo.cl/punta-picana-eeuu/p
45;jumbo;Lomo Vetado Americana Farmers Al Vacío kg;Farmers;;;;;;38388;38388.0;https://www.jumbo.cl/lomo-vetado-eeuu-v/p
46;jumbo;Asado de Tira EEUU-V Farmers kg;Al vacío;;;;;;20990;20990.0;https://www.jumbo.cl/asado-de-tira-eeuu-v-farmers-kg-2019839-kg/p
47;jumbo;Lomo Liso Americana Brawley Al Vacío kg;Brawley;;;;;;36387;36387.0;https://www.jumbo.cl/lomo-liso-strip-loin-usa-kg/p
48;jumbo;Tapabarriga Arrachera Americana Brawley Al Vacío kg;Brawley;;;;;;19192;19192.0;https://www.jumbo.cl/tap-arrach-eeuu-v-vacio-kg-brawley-1839048-kg/p
49;jumbo;Punta de Ganso Americana Brawley Al Vacío kg;Brawley;;;;;;33586;33586.0;https://www.jumbo.cl/punta-de-ganso-eeuu-al-vacio-kg-2/p
50;jumbo;Asado de Tira Bandera EEUU-V Farmers kg;Al vacío;;;;;;23990;23990.0;https://www.jumbo.cl/asado-de-tira-band-eeuu-v-farmers-kg-2019838-kg/p
51;jumbo;Lomo Vetado Prime Americana Brandt Al Vacío kg;Brandt;;;;;;31992;31992.0;https://www.jumbo.cl/lomo-vetado-eeuu-brandt-v-kg-1953748-kg/p
52;jumbo;Tapabarriga Americana Brandt Al Vacío kg;Brandt;;;;;;23192;23192.0;https://www.jumbo.cl/tapabarriga-arrachera-eeuu-brandt-v-kg-1955144-kg/p
