items_carrito;items_con_match;cobertura_pct;costo_total_mas_conveniente;costo_total_mas_alto;ahorro_total;ahorro_pct_vs_mas_caro;supermercado_que_gana_mas_items
8;8;100.0;11048.0;21368.0;10320.0;48.3;unimarc
